_id,trip_id,outbound_date,return_date,outbound_departure_time,outbound_arrival_time,outbound_flight_duration,outbound_route,outbound_airline,return_departure_time,return_arrival_time,return_flight_duration,return_route,return_airline,price,tier,outbound_airport,IATA
66625a1a41e0a51a5b39e3cf,0,2024-06-07,2024-06-10,10:19 am,1:14 pm,1h 55m,MCI-ATL,Delta,2:28 pm,3:30 pm,2h 02m,ATL-MCI,Delta,$777,Main Cabin,MCI,ATL
66625a1a41e0a51a5b39e3d0,1,2024-06-07,2024-06-10,7:44 pm,6:14 am,9h 30m,MCI-ATL,Frontier,9:29 am,8:59 pm,12h 30m,ATL-MCI,Frontier,$360,Economy,MCI,ATL
66625a1a41e0a51a5b39e3d1,2,2024-06-07,2024-06-10,10:19 am,1:14 pm,1h 55m,MCI-ATL,Delta,10:05 am,11:08 am,2h 03m,ATL-MCI,Delta,$777,Main Cabin,MCI,ATL
66625a1a41e0a51a5b39e3d2,3,2024-06-07,2024-06-10,10:19 am,1:14 pm,1h 55m,MCI-ATL,Delta,1:07 pm,2:10 pm,2h 03m,ATL-MCI,Delta,$777,Main Cabin,MCI,ATL
66625a1a41e0a51a5b39e3d3,4,2024-06-07,2024-06-10,10:19 am,1:14 pm,1h 55m,MCI-ATL,Delta,8:10 am,9:14 am,2h 04m,ATL-MCI,Delta,$777,Main Cabin,MCI,ATL
66625a1a41e0a51a5b39e3d4,5,2024-06-07,2024-06-10,10:19 am,1:14 pm,1h 55m,MCI-ATL,Delta,4:31 pm,5:36 pm,2h 05m,ATL-MCI,Delta,$777,Main Cabin,MCI,ATL
66625a1a41e0a51a5b39e3d5,6,2024-06-07,2024-06-10,10:19 am,1:14 pm,1h 55m,MCI-ATL,Delta,7:49 pm,8:55 pm,2h 06m,ATL-MCI,Delta,$777,Main Cabin,MCI,ATL
66625a1a41e0a51a5b39e3d6,7,2024-06-07,2024-06-10,7:05 am,10:07 am,2h 02m,MCI-ATL,Delta,2:28 pm,3:30 pm,2h 02m,ATL-MCI,Delta,$777,Main Cabin,MCI,ATL
66625a1a41e0a51a5b39e3d7,8,2024-06-07,2024-06-10,7:05 am,10:07 am,2h 02m,MCI-ATL,Delta,10:05 am,11:08 am,2h 03m,ATL-MCI,Delta,$777,Main Cabin,MCI,ATL
66625a1a41e0a51a5b39e3d8,9,2024-06-07,2024-06-10,7:05 am,10:07 am,2h 02m,MCI-ATL,Delta,1:07 pm,2:10 pm,2h 03m,ATL-MCI,Delta,$777,Main Cabin,MCI,ATL
66625a1a41e0a51a5b39e3d9,10,2024-06-07,2024-06-10,7:05 am,10:07 am,2h 02m,MCI-ATL,Delta,8:10 am,9:14 am,2h 04m,ATL-MCI,Delta,$777,Main Cabin,MCI,ATL
66625a1a41e0a51a5b39e3da,11,2024-06-07,2024-06-10,7:05 am,10:07 am,2h 02m,MCI-ATL,Delta,4:31 pm,5:36 pm,2h 05m,ATL-MCI,Delta,$777,Main Cabin,MCI,ATL
66625a1a41e0a51a5b39e3db,12,2024-06-07,2024-06-10,7:05 am,10:07 am,2h 02m,MCI-ATL,Delta,7:49 pm,8:55 pm,2h 06m,ATL-MCI,Delta,$777,Main Cabin,MCI,ATL
66625a1a41e0a51a5b39e3dc,13,2024-06-07,2024-06-10,4:38 pm,7:43 pm,2h 05m,MCI-ATL,Delta,2:28 pm,3:30 pm,2h 02m,ATL-MCI,Delta,$777,Main Cabin,MCI,ATL
66625a1a41e0a51a5b39e3dd,14,2024-06-07,2024-06-10,4:38 pm,7:43 pm,2h 05m,MCI-ATL,Delta,10:05 am,11:08 am,2h 03m,ATL-MCI,Delta,$777,Main Cabin,MCI,ATL
66625a1a41e0a51a5b39e3de,15,2024-06-07,2024-06-10,4:38 pm,7:43 pm,2h 05m,MCI-ATL,Delta,1:07 pm,2:10 pm,2h 03m,ATL-MCI,Delta,$777,Main Cabin,MCI,ATL
66625a1a41e0a51a5b39e3df,0,2024-06-07,2024-06-10,4:23 pm,6:04 pm,1h 41m,MCI-DFW,American Airlines,3:31 pm,5:04 pm,1h 33m,DFW-MCI,American Airlines,$493,Main Cabin,MCI,DFW
66625a1a41e0a51a5b39e3e0,1,2024-06-07,2024-06-10,7:44 pm,2:49 pm,19h 05m,MCI-DFW,Frontier,10:56 pm,8:15 am,9h 19m,DFW-MCI,Frontier,$263,Economy,MCI,DFW
66625a1a41e0a51a5b39e3e1,2,2024-06-07,2024-06-10,4:23 pm,6:04 pm,1h 41m,MCI-DFW,American Airlines,7:45 pm,9:18 pm,1h 33m,DFW-MCI,American Airlines,$493,Main Cabin,MCI,DFW
66625a1a41e0a51a5b39e3e2,3,2024-06-07,2024-06-10,4:23 pm,6:04 pm,1h 41m,MCI-DFW,American Airlines,5:27 pm,7:00 pm,1h 33m,DFW-MCI,American Airlines,$493,Main Cabin,MCI,DFW
66625a1a41e0a51a5b39e3e3,4,2024-06-07,2024-06-10,4:23 pm,6:04 pm,1h 41m,MCI-DFW,American Airlines,9:20 am,10:53 am,1h 33m,DFW-MCI,American Airlines,$493,Main Cabin,MCI,DFW
66625a1a41e0a51a5b39e3e4,5,2024-06-07,2024-06-10,5:57 pm,7:40 pm,1h 43m,MCI-DFW,American Airlines,5:27 pm,7:00 pm,1h 33m,DFW-MCI,American Airlines,$493,Main Cabin,MCI,DFW
66625a1a41e0a51a5b39e3e5,6,2024-06-07,2024-06-10,5:57 pm,7:40 pm,1h 43m,MCI-DFW,American Airlines,9:20 am,10:53 am,1h 33m,DFW-MCI,American Airlines,$493,Main Cabin,MCI,DFW
66625a1a41e0a51a5b39e3e6,7,2024-06-07,2024-06-10,5:57 pm,7:40 pm,1h 43m,MCI-DFW,American Airlines,7:45 pm,9:18 pm,1h 33m,DFW-MCI,American Airlines,$493,Main Cabin,MCI,DFW
66625a1a41e0a51a5b39e3e7,8,2024-06-07,2024-06-10,5:57 pm,7:40 pm,1h 43m,MCI-DFW,American Airlines,3:31 pm,5:04 pm,1h 33m,DFW-MCI,American Airlines,$493,Main Cabin,MCI,DFW
66625a1a41e0a51a5b39e3e8,9,2024-06-07,2024-06-10,1:40 pm,3:28 pm,1h 48m,MCI-DFW,American Airlines,5:27 pm,7:00 pm,1h 33m,DFW-MCI,American Airlines,$493,Main Cabin,MCI,DFW
66625a1a41e0a51a5b39e3e9,10,2024-06-07,2024-06-10,1:40 pm,3:28 pm,1h 48m,MCI-DFW,American Airlines,9:20 am,10:53 am,1h 33m,DFW-MCI,American Airlines,$493,Main Cabin,MCI,DFW
66625a1a41e0a51a5b39e3ea,11,2024-06-07,2024-06-10,1:40 pm,3:28 pm,1h 48m,MCI-DFW,American Airlines,7:45 pm,9:18 pm,1h 33m,DFW-MCI,American Airlines,$493,Main Cabin,MCI,DFW
66625a1a41e0a51a5b39e3eb,12,2024-06-07,2024-06-10,1:40 pm,3:28 pm,1h 48m,MCI-DFW,American Airlines,3:31 pm,5:04 pm,1h 33m,DFW-MCI,American Airlines,$493,Main Cabin,MCI,DFW
66625a1a41e0a51a5b39e3ec,13,2024-06-07,2024-06-10,4:23 pm,6:04 pm,1h 41m,MCI-DFW,American Airlines,1:35 pm,3:08 pm,1h 33m,DFW-MCI,American Airlines,$534,Main Cabin,MCI,DFW
66625a1a41e0a51a5b39e3ed,14,2024-06-07,2024-06-10,5:57 pm,7:40 pm,1h 43m,MCI-DFW,American Airlines,1:35 pm,3:08 pm,1h 33m,DFW-MCI,American Airlines,$534,Main Cabin,MCI,DFW
66625a1a41e0a51a5b39e3ee,15,2024-06-07,2024-06-10,4:23 pm,6:04 pm,1h 41m,MCI-DFW,American Airlines,7:16 am,9:04 am,1h 48m,DFW-MCI,American Airlines,$493,Main Cabin,MCI,DFW
66625a1a41e0a51a5b39e3ef,0,2024-06-07,2024-06-10,7:44 pm,8:41 pm,1h 57m,MCI-DEN,Frontier,9:56 am,12:36 pm,1h 40m,DEN-MCI,Frontier,$482,Economy,MCI,DEN
66625a1a41e0a51a5b39e3f0,1,2024-06-07,2024-06-10,7:44 pm,8:41 pm,1h 57m,MCI-DEN,Frontier,6:31 am,8:59 pm,13h 28m,DEN-MCI,Frontier,$340,Economy,MCI,DEN
66625a1a41e0a51a5b39e3f1,2,2024-06-07,2024-06-10,6:15 am,7:05 am,1h 50m,MCI-DEN,United Airlines,9:57 am,12:37 pm,1h 40m,DEN-MCI,United Airlines,$661,Economy,MCI,DEN
66625a1a41e0a51a5b39e3f2,3,2024-06-07,2024-06-10,6:15 am,7:05 am,1h 50m,MCI-DEN,United Airlines,1:36 pm,4:16 pm,1h 40m,DEN-MCI,United Airlines,$661,Economy,MCI,DEN
66625a1a41e0a51a5b39e3f3,4,2024-06-07,2024-06-10,9:41 am,10:35 am,1h 54m,MCI-DEN,United Airlines,9:57 am,12:37 pm,1h 40m,DEN-MCI,United Airlines,$661,Economy,MCI,DEN
66625a1a41e0a51a5b39e3f4,5,2024-06-07,2024-06-10,9:41 am,10:35 am,1h 54m,MCI-DEN,United Airlines,1:36 pm,4:16 pm,1h 40m,DEN-MCI,United Airlines,$661,Economy,MCI,DEN
66625a1a41e0a51a5b39e3f5,6,2024-06-07,2024-06-10,6:15 am,7:05 am,1h 50m,MCI-DEN,United Airlines,8:52 pm,11:35 pm,1h 43m,DEN-MCI,United Airlines,$661,Economy,MCI,DEN
66625a1a41e0a51a5b39e3f6,7,2024-06-07,2024-06-10,6:15 am,7:05 am,1h 50m,MCI-DEN,United Airlines,5:50 pm,8:34 pm,1h 44m,DEN-MCI,United Airlines,$661,Economy,MCI,DEN
66625a1a41e0a51a5b39e3f7,8,2024-06-07,2024-06-10,1:50 pm,2:45 pm,1h 55m,MCI-DEN,United Airlines,1:36 pm,4:16 pm,1h 40m,DEN-MCI,United Airlines,$661,Economy,MCI,DEN
66625a1a41e0a51a5b39e3f8,9,2024-06-07,2024-06-10,1:50 pm,2:45 pm,1h 55m,MCI-DEN,United Airlines,9:57 am,12:37 pm,1h 40m,DEN-MCI,United Airlines,$661,Economy,MCI,DEN
66625a1a41e0a51a5b39e3f9,10,2024-06-07,2024-06-10,5:25 pm,6:20 pm,1h 55m,MCI-DEN,United Airlines,1:36 pm,4:16 pm,1h 40m,DEN-MCI,United Airlines,$661,Economy,MCI,DEN
66625a1a41e0a51a5b39e3fa,11,2024-06-07,2024-06-10,5:25 pm,6:20 pm,1h 55m,MCI-DEN,United Airlines,9:57 am,12:37 pm,1h 40m,DEN-MCI,United Airlines,$661,Economy,MCI,DEN
66625a1a41e0a51a5b39e3fb,12,2024-06-07,2024-06-10,9:41 am,10:35 am,1h 54m,MCI-DEN,United Airlines,8:52 pm,11:35 pm,1h 43m,DEN-MCI,United Airlines,$661,Economy,MCI,DEN
66625a1a41e0a51a5b39e3fc,13,2024-06-07,2024-06-10,9:41 am,10:35 am,1h 54m,MCI-DEN,United Airlines,5:50 pm,8:34 pm,1h 44m,DEN-MCI,United Airlines,$661,Economy,MCI,DEN
66625a1a41e0a51a5b39e3fd,14,2024-06-07,2024-06-10,1:50 pm,2:45 pm,1h 55m,MCI-DEN,United Airlines,8:52 pm,11:35 pm,1h 43m,DEN-MCI,United Airlines,$661,Economy,MCI,DEN
66625a1a41e0a51a5b39e3fe,15,2024-06-07,2024-06-10,5:25 pm,6:20 pm,1h 55m,MCI-DEN,United Airlines,8:52 pm,11:35 pm,1h 43m,DEN-MCI,United Airlines,$661,Economy,MCI,DEN
66625a1a41e0a51a5b39e3ff,0,2024-06-07,2024-06-10,8:55 pm,10:25 pm,3h 30m,MCI-LAX,Spirit Airlines,2:53 pm,8:04 pm,3h 11m,LAX-MCI,Spirit Airlines,$382,Economy,MCI,LAX
66625a1a41e0a51a5b39e400,1,2024-06-07,2024-06-10,8:55 pm,10:25 pm,3h 30m,MCI-LAX,Spirit Airlines,10:54 pm,6:09 am,5h 15m,LAX-MCI,Spirit Airlines,$424,Economy,MCI,LAX
66625a1a41e0a51a5b39e401,2,2024-06-07,2024-06-10,6:10 pm,10:43 pm,6h 33m,MCI-LAX,Sun Country Air,2:53 pm,8:04 pm,3h 11m,LAX-MCI,Spirit Airlines,$449,Economy,MCI,LAX
66625a1a41e0a51a5b39e402,3,2024-06-07,2024-06-10,8:55 pm,10:25 pm,3h 30m,MCI-LAX,Spirit Airlines,8:20 pm,6:09 am,7h 49m,LAX-MCI,Spirit Airlines,$424,Economy,MCI,LAX
66625a1a41e0a51a5b39e403,4,2024-06-07,2024-06-10,8:55 pm,10:25 pm,3h 30m,MCI-LAX,Spirit Airlines,8:39 am,5:17 pm,6h 38m,LAX-MCI,Sun Country Air,$504,Economy,MCI,LAX
66625a1a41e0a51a5b39e404,5,2024-06-07,2024-06-10,8:55 pm,10:25 pm,3h 30m,MCI-LAX,Spirit Airlines,6:23 am,4:21 pm,7h 58m,LAX-MCI,Spirit Airlines,$424,Economy,MCI,LAX
66625a1a41e0a51a5b39e405,6,2024-06-07,2024-06-10,8:55 pm,10:25 pm,3h 30m,MCI-LAX,Spirit Airlines,7:20 pm,6:09 am,8h 49m,LAX-MCI,Spirit Airlines,$424,Economy,MCI,LAX
66625a1a41e0a51a5b39e406,7,2024-06-07,2024-06-10,3:11 pm,4:40 pm,3h 29m,MCI-LAX,Delta,9:01 am,2:16 pm,3h 15m,LAX-MCI,Delta,$867,Basic Economy,MCI,LAX
66625a1a41e0a51a5b39e407,8,2024-06-07,2024-06-10,3:09 pm,8:28 pm,7h 19m,MCI-LAX,Alaska Airlines,2:53 pm,8:04 pm,3h 11m,LAX-MCI,Spirit Airlines,$604,"Saver, Economy",MCI,LAX
66625a1a41e0a51a5b39e408,9,2024-06-07,2024-06-10,6:10 pm,10:43 pm,6h 33m,MCI-LAX,Sun Country Air,10:54 pm,6:09 am,5h 15m,LAX-MCI,Spirit Airlines,$481,Economy,MCI,LAX
66625a1a41e0a51a5b39e409,10,2024-06-07,2024-06-10,7:00 am,1:12 pm,8h 12m,MCI-LAX,Alaska Airlines,2:53 pm,8:04 pm,3h 11m,LAX-MCI,Spirit Airlines,$604,"Saver, Economy",MCI,LAX
66625a1a41e0a51a5b39e40a,11,2024-06-07,2024-06-10,3:09 pm,9:44 pm,8h 35m,MCI-LAX,Alaska Airlines,2:53 pm,8:04 pm,3h 11m,LAX-MCI,Spirit Airlines,$604,"Saver, Economy",MCI,LAX
66625a1a41e0a51a5b39e40b,12,2024-06-07,2024-06-10,3:11 pm,4:40 pm,3h 29m,MCI-LAX,Delta,10:05 am,5:30 pm,5h 25m,LAX-MCI,Delta,$877,Basic Economy,MCI,LAX
66625a1a41e0a51a5b39e40c,13,2024-06-07,2024-06-10,2:30 pm,6:19 pm,5h 49m,MCI-LAX,Delta,9:01 am,2:16 pm,3h 15m,LAX-MCI,Delta,$877,Basic Economy,MCI,LAX
66625a1a41e0a51a5b39e40d,14,2024-06-07,2024-06-10,6:10 pm,10:43 pm,6h 33m,MCI-LAX,Sun Country Air,8:39 am,5:17 pm,6h 38m,LAX-MCI,Sun Country Air,$554,Economy,MCI,LAX
